-926.148,-4530.23,0.999864,-0.0164648,0,1.42968,0,1.69389
-923.869,-4530.27,0.999969,-0.00787592,2.27929,1.42226,2.27929,1.6833
-919.068,-4530.3,0.999983,-0.00587685,7.08031,1.41298,7.08031,1.67624
-914.217,-4530.33,0.999983,-0.00590323,11.9313,1.4015,11.9313,1.69412
-909.387,-4530.36,0.99994,-0.0109753,16.7608,1.39151,16.7608,1.71255
-903.386,-4530.43,0.99998,-0.00632493,22.7622,1.40995,22.7622,1.69389
-900.386,-4530.44,0.999964,-0.00843988,25.7629,1.40995,25.7629,1.7032
-884.726,-4530.58,0.999954,-0.00962197,41.4234,1.41901,41.4234,1.71251
-869.058,-4530.73,0.999959,-0.00903361,57.0912,1.43034,57.0912,1.71251
-853.406,-4530.87,0.999922,-0.0124892,72.7447,1.41925,72.7447,1.71251
-850.398,-4530.91,0.999977,-0.00681289,75.7526,1.42856,75.7526,1.69394
-837.895,-4530.99,0.999966,-0.0082994,88.2552,1.3912,88.2552,1.68495
-825.393,-4531.1,0.999956,-0.00939709,100.758,1.37681,100.758,1.64736
-821.385,-4531.13,0.999981,-0.00614267,104.766,1.39538,104.766,1.66011
-815.213,-4531.17,0.999981,-0.00614267,110.939,1.40026,110.939,1.68495
-815.213,-4531.17,0.999997,-0.00228349,0,1.39096,0,1.67526
-806.647,-4531.19,0.999993,0.00385762,8.56587,1.46965,8.56587,1.74113
-799.603,-4531.16,0.999993,0.00385762,15.6101,1.54968,15.6101,1.83361
