-157.449,-1184.08,-0.988329,-0.152337,0,2.37541,0,2.21564
-158.113,-1184.18,-0.988078,-0.153956,0.671955,2.34626,0.671955,1.92912
-158.77,-1184.28,-0.988078,-0.153954,1.33685,2.31134,1.33685,1.65107
-159.427,-1184.38,-0.990117,-0.140245,2.00175,2.2645,2.00175,1.4014
-160.084,-1184.48,-0.990117,-0.140245,2.66528,2.22578,2.66528,1.15482
-160.741,-1184.57,-0.990117,-0.140247,3.32881,2.18758,3.32881,0.907097
-161.398,-1184.66,-0.990117,-0.140244,3.99234,2.14998,3.99234,0.659553
-162.055,-1184.76,-0.992142,-0.125116,4.65587,2.11272,4.65587,0.421004
-162.719,-1184.84,-0.990117,-0.140244,5.32524,2.09429,5.32524,0.256214
-163.376,-1184.93,-0.991972,-0.126454,5.98877,2.05731,5.98877,0.0849725
-164.033,-1185.02,-0.993776,-0.111397,6.65106,2.02975,6.65106,0.0747982
-164.697,-1185.09,-0.991972,-0.126454,7.31933,2.0209,7.31933,0.224395
-165.354,-1185.17,-0.993776,-0.111394,7.98162,1.99326,7.98162,0.373377
-166.018,-1185.25,-0.993776,-0.111394,8.64989,1.97496,8.64989,0.493482
-166.682,-1185.32,-0.993641,-0.112593,9.31816,1.96443,9.31816,0.598386
-167.339,-1185.4,-0.995225,-0.0976093,9.97934,1.93883,9.97934,0.683159
-168.003,-1185.46,-0.995325,-0.0965803,10.6466,1.91383,10.6466,0.756034
-168.674,-1185.53,-0.995225,-0.0976091,11.321,1.88492,11.321,0.829836
-169.339,-1185.59,-0.996485,-0.0837677,11.9883,1.8548,11.9883,0.903802
-170.003,-1185.65,-0.996559,-0.0828851,12.6548,1.83488,12.6548,0.968883
-170.674,-1185.7,-0.996485,-0.0837675,13.3284,1.81557,13.3284,1.0337
-171.338,-1185.76,-0.997607,-0.0691373,13.9948,1.79649,13.9948,1.09881
-172.009,-1185.81,-0.996631,-0.0820153,14.6677,1.77881,14.6677,1.15463
-172.688,-1185.86,-0.997607,-0.0691399,15.3484,1.74955,15.3484,1.21975
-173.359,-1185.91,-0.998467,-0.0553528,16.0212,1.71328,16.0212,1.27557
-174.03,-1185.95,-0.998499,-0.0547715,16.6935,1.69189,16.6935,1.32191
-174.709,-1185.98,-0.998499,-0.0547714,17.3729,1.65236,17.3729,1.37351
-175.387,-1186.02,-0.99853,-0.0542023,18.0523,1.6318,18.0523,1.41666
-176.073,-1186.06,-0.999155,-0.0411023,18.7389,1.60311,18.7389,1.45274
-176.751,-1186.09,-0.999632,-0.0271193,19.4179,1.58381,19.4179,1.47814
-177.436,-1186.1,-0.999173,-0.0406718,20.1036,1.57937,20.1036,1.49467
-178.122,-1186.13,-0.999632,-0.0271191,20.7897,1.55609,20.7897,1.52135
-178.808,-1186.15,-0.99964,-0.0268394,21.4755,1.5452,21.4755,1.5394
-179.5,-1186.17,-0.99991,-0.0134141,22.1685,1.52376,22.1685,1.55705
-180.193,-1186.18,-0.99991,-0.0134113,22.8612,1.5219,22.8612,1.56593
-180.886,-1186.19,-1,2.39499e-05,23.5539,1.51106,23.5539,1.57486
-181.585,-1186.19,-0.999912,-0.0132741,24.2537,1.51018,24.2537,1.56725
-182.285,-1186.2,-0.999911,0.0133196,24.9536,1.50131,24.9536,1.58555
-182.985,-1186.19,-0.999985,-0.0055217,25.6535,1.51913,25.6535,1.57543
-184.663,-1186.2,-0.999851,0.0172454,27.3317,1.50592,27.3317,1.57874
-186.284,-1186.17,-0.999985,0.0054541,28.9529,1.52083,28.9529,1.54499
-187.998,-1186.16,-0.999985,0.00545541,30.6668,1.52876,30.6668,1.55525
-189.712,-1186.15,-1,2.5183e-05,32.3806,1.53701,32.3806,1.54974
-191.426,-1186.15,-0.999985,0.00545477,34.0945,1.52743,34.0945,1.54735
-193.14,-1186.14,-0.999985,0.00545609,35.8083,1.53648,35.8083,1.54631
-194.853,-1186.13,-1,2.47697e-05,37.5222,1.53626,37.5222,1.54578
-196.56,-1186.13,-0.999985,0.00545545,39.2289,1.53626,39.2289,1.55487
-198.274,-1186.12,-0.999981,0.00623251,40.9428,1.54539,40.9428,1.55469
-199.774,-1186.11,-0.999981,0.00623146,42.4424,1.54539,42.4424,1.55469
-201.273,-1186.1,-0.999981,0.00623166,43.9421,1.55469,43.9421,1.55454
-202.773,-1186.09,-1,2.68949e-05,45.4417,1.56463,45.4417,1.55454
-204.272,-1186.09,-0.999978,0.00667657,46.9413,1.57457,46.9413,1.56373
-205.672,-1186.09,-1,2.72711e-05,48.341,1.57937,48.341,1.55443
-207.072,-1186.08,-1,2.61243e-05,49.7406,1.57654,49.7406,1.56373
-208.471,-1186.08,-1,2.76419e-05,51.1403,1.58452,51.1403,1.57304
-209.878,-1186.08,-1,2.78268e-05,52.547,1.58381,52.547,1.58227
-211.278,-1186.08,-1,2.80121e-05,53.9467,1.58323,53.9467,1.59157
-212.677,-1186.08,-1,2.81191e-05,55.3463,1.58299,55.3463,1.59157
-212.899,-1186.08,-1,2.81191e-05,55.5677,1.58222,55.5677,1.60088
