-100.14,-1184.15,-13.0226,0.0914352
-100.399,-1184.15,-13.0241,0.094139
-100.658,-1184.14,-13.0248,0.0973527
-100.918,-1184.14,-13.0254,0.0996223
-101.177,-1184.14,-13.0259,0.10052
-101.437,-1184.14,-13.0254,0.103052
-101.696,-1184.13,-13.0261,0.107271
-101.956,-1184.13,-13.028,0.107981
-102.216,-1184.13,-13.0296,0.105905
-102.476,-1184.13,-13.033,0.107203
-102.736,-1184.12,-13.0355,0.109617
-102.996,-1184.12,-13.0366,0.11101
-103.256,-1184.12,-13.0387,0.113285
-103.516,-1184.11,-13.0399,0.11352
-103.775,-1184.11,-13.04,0.114026
-104.035,-1184.11,-13.042,0.116543
-104.295,-1184.11,-13.0433,0.117799
-104.556,-1184.1,-13.0438,0.118579
-104.815,-1184.1,-13.0454,0.120614
-105.075,-1184.1,-13.046,0.122974
-105.335,-1184.09,-13.045,0.125618
-105.595,-1184.09,-13.0455,0.129017
-105.855,-1184.09,-13.0477,0.130751
-106.115,-1184.08,-13.05,0.130505
-106.375,-1184.08,-13.0516,0.131882
-106.635,-1184.08,-13.0533,0.133067
-106.896,-1184.08,-13.0558,0.131011
-107.158,-1184.07,-13.0585,0.131103
-107.418,-1184.07,-13.0586,0.133863
-107.678,-1184.07,-13.058,0.136015
-107.939,-1184.06,-13.0607,0.13727
-108.2,-1184.06,-13.0632,0.137964
-108.461,-1184.06,-13.0654,0.139193
-108.721,-1184.05,-13.0664,0.142312
-108.981,-1184.05,-13.0681,0.143782
-109.241,-1184.05,-13.0693,0.142559
-109.501,-1184.04,-13.0705,0.140968
-109.762,-1184.04,-13.0715,0.140135
-110.022,-1184.04,-13.0715,0.141691
-110.282,-1184.03,-13.0733,0.144523
-110.543,-1184.03,-13.0755,0.146445
-110.803,-1184.03,-13.0778,0.147674
-111.064,-1184.02,-13.0794,0.149527
-111.324,-1184.02,-13.0802,0.14975
-111.585,-1184.02,-13.081,0.147953
-111.846,-1184.01,-13.0824,0.146155
-112.106,-1184.01,-13.0836,0.144687
-112.367,-1184.01,-13.0844,0.144597
-112.627,-1184,-13.0843,0.14479
-112.888,-1184,-13.0855,0.144587
-113.149,-1184,-13.0883,0.142366
-113.409,-1183.99,-13.0891,0.140972
-113.67,-1183.99,-13.0912,0.141708
-113.931,-1183.99,-13.0933,0.141598
-114.192,-1183.98,-13.0949,0.142181
-114.452,-1183.98,-13.0969,0.145404
-114.713,-1183.97,-13.0964,0.149592
-114.974,-1183.97,-13.0946,0.152692
-115.235,-1183.97,-13.0962,0.153192
-115.495,-1183.96,-13.0971,0.150818
-115.756,-1183.96,-13.0963,0.150381
-116.017,-1183.96,-13.0976,0.150568
-116.278,-1183.95,-13.0982,0.150067
-116.539,-1183.95,-13.0993,0.151458
-116.8,-1183.95,-13.1006,0.15385
-117.061,-1183.94,-13.1013,0.157029
-117.322,-1183.94,-13.1028,0.159719
-117.583,-1183.94,-13.1034,0.161201
-117.844,-1183.93,-13.1038,0.161972
-118.105,-1183.93,-13.1045,0.164095
-118.366,-1183.92,-13.105,0.16403
-118.628,-1183.92,-13.1059,0.160882
-118.889,-1183.92,-13.108,0.160523
-119.15,-1183.91,-13.1094,0.1631
-119.411,-1183.91,-13.1091,0.167116
-119.672,-1183.91,-13.1093,0.171942
-119.933,-1183.9,-13.1105,0.174692
-120.194,-1183.9,-13.1112,0.174987
-120.455,-1183.89,-13.1105,0.175969
-120.717,-1183.89,-13.1114,0.175817
-120.978,-1183.89,-13.1119,0.173339
-121.24,-1183.88,-13.1102,0.17207
-121.501,-1183.88,-13.1096,0.172052
-121.762,-1183.87,-13.109,0.171064
-122.023,-1183.87,-13.1086,0.170269
-122.284,-1183.87,-13.1091,0.172736
-122.546,-1183.86,-13.1098,0.176979
-122.807,-1183.86,-13.1091,0.179495
-123.068,-1183.85,-13.1079,0.18006
-123.329,-1183.85,-13.1078,0.178707
-123.59,-1183.85,-13.1086,0.175764
-123.851,-1183.84,-13.1104,0.175276
-124.112,-1183.84,-13.1084,0.175868
-124.374,-1183.83,-13.1047,0.177642
-124.635,-1183.83,-13.105,0.180115
-124.896,-1183.83,-13.107,0.180384
-125.157,-1183.82,-13.1082,0.183129
-125.418,-1183.82,-13.1092,0.185768
-125.68,-1183.81,-13.1094,0.184976
-125.941,-1183.81,-13.1083,0.181929
-126.202,-1183.81,-13.1093,0.178683
-126.464,-1183.8,-13.11,0.175072
-126.725,-1183.8,-13.1098,0.17117
-126.986,-1183.8,-13.1099,0.168077
-127.247,-1183.79,-13.1094,0.163949
-127.508,-1183.79,-13.1088,0.161634
-127.77,-1183.78,-13.1087,0.164598
-128.031,-1183.78,-13.1091,0.165963
-128.292,-1183.78,-13.1094,0.163982
-128.554,-1183.77,-13.1126,0.160636
-128.816,-1183.77,-13.1165,0.153572
-129.079,-1183.77,-13.118,0.145142
-129.341,-1183.77,-13.1203,0.135421
-129.603,-1183.76,-13.1233,0.126618
-129.866,-1183.76,-13.1259,0.121048
-130.127,-1183.76,-13.1269,0.119184
-130.388,-1183.75,-13.128,0.116911
-130.65,-1183.75,-13.1277,0.113616
-130.911,-1183.75,-13.1269,0.112865
-131.172,-1183.75,-13.1263,0.112419
-131.433,-1183.74,-13.1247,0.113257
-131.694,-1183.74,-13.1241,0.115714
-131.956,-1183.74,-13.1236,0.114457
-132.217,-1183.73,-13.122,0.112897
-132.478,-1183.73,-13.1222,0.112903
-132.739,-1183.73,-13.1223,0.109113
-133.001,-1183.73,-13.121,0.101628
-133.262,-1183.72,-13.1204,0.0948536
-133.524,-1183.72,-13.119,0.0894236
-133.785,-1183.72,-13.1149,0.0867963
-134.046,-1183.72,-13.1107,0.0863226
-134.307,-1183.71,-13.107,0.0831314
-134.568,-1183.71,-13.1031,0.0791463
-134.829,-1183.71,-13.1007,0.0758234
-135.089,-1183.71,-13.0983,0.0687218
-135.35,-1183.71,-13.0953,0.0613778
-135.611,-1183.7,-13.0935,0.0561208
-135.872,-1183.7,-13.0901,0.0489583
-136.133,-1183.7,-13.0861,0.0411972
-136.394,-1183.7,-13.082,0.0351074
-136.654,-1183.7,-13.0759,0.0292987
-136.915,-1183.7,-13.0697,0.0219431
-137.175,-1183.7,-13.063,0.0145231
-137.435,-1183.7,-13.0556,0.00597419
-137.696,-1183.7,-13.0484,-0.00297928
-137.956,-1183.7,-13.0417,-0.0108716
-138.216,-1183.7,-13.0348,-0.0183224
-138.475,-1183.7,-13.0247,-0.0246784
-138.735,-1183.7,-13.0118,-0.0335475
-138.994,-1183.7,-13.0021,-0.0454952
-139.253,-1183.7,-12.9927,-0.0578061
-139.512,-1183.7,-12.9809,-0.0700841
-139.77,-1183.7,-12.972,-0.0815351
-140.029,-1183.7,-12.9614,-0.0933082
-140.287,-1183.7,-12.9506,-0.105299
-140.545,-1183.7,-12.9417,-0.116033
-140.802,-1183.71,-12.9305,-0.125418
-141.06,-1183.71,-12.9188,-0.134327
-141.317,-1183.71,-12.9068,-0.144256
-141.574,-1183.71,-12.8945,-0.154633
-141.83,-1183.72,-12.8812,-0.163887
-142.087,-1183.72,-12.8659,-0.173876
-142.343,-1183.72,-12.8501,-0.185603
-142.599,-1183.72,-12.8363,-0.195827
-142.854,-1183.73,-12.823,-0.204887
-143.109,-1183.73,-12.8071,-0.213747
-143.364,-1183.73,-12.7906,-0.22306
-143.619,-1183.74,-12.7747,-0.233282
-143.873,-1183.74,-12.7583,-0.2444
-144.127,-1183.75,-12.7421,-0.254321
-144.38,-1183.75,-12.7259,-0.262721
-144.633,-1183.76,-12.7069,-0.270403
-144.886,-1183.76,-12.6868,-0.278954
-145.139,-1183.77,-12.6695,-0.288728
-145.391,-1183.77,-12.652,-0.299681
-145.642,-1183.78,-12.6333,-0.312642
-145.893,-1183.78,-12.6169,-0.326353
-146.144,-1183.79,-12.5994,-0.341457
-146.395,-1183.8,-12.5796,-0.358374
-146.645,-1183.8,-12.5609,-0.370914
-146.895,-1183.81,-12.5435,-0.377206
-147.144,-1183.82,-12.5271,-0.383468
-147.393,-1183.82,-12.5094,-0.393376
-147.642,-1183.83,-12.4915,-0.407949
-147.89,-1183.84,-12.4758,-0.423911
-148.138,-1183.85,-12.4596,-0.43946
-148.386,-1183.85,-12.4417,-0.455526
-148.633,-1183.86,-12.4236,-0.470508
-148.88,-1183.87,-12.4061,-0.481938
-149.127,-1183.88,-12.3913,-0.48831
-149.373,-1183.89,-12.3744,-0.492357
-149.62,-1183.9,-12.3574,-0.496152
-149.866,-1183.91,-12.3411,-0.499022
-150.111,-1183.92,-12.3203,-0.509318
-150.357,-1183.93,-12.2999,-0.528015
-150.603,-1183.94,-12.2793,-0.549993
-150.848,-1183.95,-12.258,-0.57362
-151.091,-1183.96,-12.2361,-0.593909
-151.334,-1183.97,-12.2156,-0.612169
-151.577,-1183.99,-12.194,-0.627504
-151.819,-1184,-12.1708,-0.639105
-152.061,-1184.01,-12.1508,-0.647626
-152.302,-1184.02,-12.1314,-0.654907
-152.543,-1184.03,-12.1108,-0.66271
-152.783,-1184.05,-12.0916,-0.671187
-153.023,-1184.06,-12.0728,-0.682049
-153.263,-1184.07,-12.0536,-0.694441
-153.503,-1184.09,-12.033,-0.706228
-153.741,-1184.1,-12.0113,-0.719538
-153.98,-1184.11,-11.9888,-0.735838
-154.218,-1184.13,-11.9666,-0.751065
-154.455,-1184.14,-11.9434,-0.765524
-154.692,-1184.16,-11.9199,-0.781019
-154.928,-1184.17,-11.8974,-0.797344
-155.164,-1184.19,-11.8745,-0.813809
-155.399,-1184.2,-11.8517,-0.83073
-155.634,-1184.22,-11.8289,-0.848418
-155.869,-1184.24,-11.8051,-0.86732
-156.103,-1184.25,-11.7828,-0.88378
-156.337,-1184.27,-11.761,-0.899766
-156.57,-1184.29,-11.7379,-0.917594
-156.803,-1184.31,-11.7166,-0.93444
-157.036,-1184.33,-11.6955,-0.951558
-157.268,-1184.34,-11.6745,-0.967407
-157.5,-1184.36,-11.6523,-0.983192
-157.732,-1184.38,-11.6285,-0.999635
-157.963,-1184.4,-11.6063,-1.01467
-158.193,-1184.42,-11.5829,-1.03021
-158.423,-1184.44,-11.5614,-1.04675
-158.653,-1184.46,-11.5407,-1.06268
-158.882,-1184.48,-11.5188,-1.07876
-159.111,-1184.5,-11.4978,-1.09272
-159.339,-1184.52,-11.4739,-1.10407
-159.567,-1184.54,-11.4482,-1.11325
-159.794,-1184.57,-11.4237,-1.12087
-160.021,-1184.59,-11.3986,-1.12863
-160.247,-1184.61,-11.3728,-1.13606
-160.473,-1184.63,-11.3482,-1.14049
-160.698,-1184.65,-11.3237,-1.14226
-160.923,-1184.67,-11.301,-1.14276
-161.147,-1184.69,-11.2782,-1.14257
-161.371,-1184.71,-11.2543,-1.14217
-161.595,-1184.74,-11.2312,-1.14106
-161.817,-1184.76,-11.2089,-1.13877
-162.04,-1184.78,-11.1868,-1.13567
-162.262,-1184.8,-11.1645,-1.13104
-162.484,-1184.82,-11.1435,-1.127
-162.705,-1184.84,-11.1208,-1.12341
-162.926,-1184.86,-11.0977,-1.11935
-163.146,-1184.88,-11.0744,-1.11392
-163.366,-1184.9,-11.0483,-1.10685
-163.586,-1184.92,-11.0213,-1.09904
-163.805,-1184.94,-10.9947,-1.09126
-164.023,-1184.96,-10.9678,-1.08389
-164.241,-1184.98,-10.9417,-1.07595
-164.458,-1185,-10.9152,-1.06796
-164.675,-1185.02,-10.8872,-1.06056
-164.891,-1185.04,-10.8584,-1.05275
-165.106,-1185.06,-10.8294,-1.04386
-165.321,-1185.08,-10.8036,-1.03527
-165.536,-1185.1,-10.7786,-1.02614
-165.75,-1185.12,-10.7525,-1.01604
-165.963,-1185.14,-10.727,-1.00744
-166.176,-1185.15,-10.6997,-0.997633
-166.388,-1185.17,-10.6733,-0.985583
-166.6,-1185.19,-10.6455,-0.971815
-166.811,-1185.21,-10.614,-0.957843
-167.021,-1185.22,-10.5849,-0.946514
-167.231,-1185.24,-10.5567,-0.936233
-167.44,-1185.26,-10.5278,-0.923774
-167.649,-1185.28,-10.5002,-0.910464
-167.858,-1185.29,-10.4726,-0.897649
-168.065,-1185.31,-10.4441,-0.885421
-168.274,-1185.33,-10.4171,-0.877257
-168.482,-1185.34,-10.391,-0.870451
-168.69,-1185.36,-10.3649,-0.862029
-168.897,-1185.38,-10.3374,-0.852588
-169.103,-1185.39,-10.3101,-0.843083
-169.308,-1185.41,-10.2814,-0.830077
-169.511,-1185.42,-10.2517,-0.817469
-169.715,-1185.44,-10.221,-0.80444
-169.917,-1185.45,-10.1916,-0.790217
-170.119,-1185.46,-10.1629,-0.773962
-170.321,-1185.48,-10.1347,-0.759053
-170.522,-1185.49,-10.1054,-0.746086
-170.723,-1185.5,-10.0739,-0.734755
-170.923,-1185.51,-10.045,-0.724199
-171.122,-1185.53,-10.0151,-0.713421
-171.321,-1185.54,-9.98196,-0.702266
-171.519,-1185.55,-9.95214,-0.690323
-171.716,-1185.56,-9.92254,-0.678461
-171.913,-1185.57,-9.89194,-0.667015
-172.109,-1185.58,-9.86104,-0.655864
-172.304,-1185.6,-9.82874,-0.643701
-172.499,-1185.61,-9.79725,-0.62865
-172.693,-1185.62,-9.76865,-0.614092
